ID,name,versionNumber,contentType,dataFileSizeBytes,createdBy,createdOn,modifiedBy,modifiedOn,parentId,synapseURL,dataFileMD5Hex,path,error
syn53404606,case_2052.mp4,1,video/mp4,91701208,3465426,1706130953054,3465426,1706130953054,syn53404507,https://www.synapse.org/#!Synapse:syn53404606.1,37fe042dba8eadcdfeff6aa6a36ecdf5,/Users/mahtab/.synapseCache/577/132624577/case_2052.mp4,
syn53404607,case_2053.mp4,1,video/mp4,70231953,3465426,1706130973946,3465426,1706130973946,syn53404507,https://www.synapse.org/#!Synapse:syn53404607.1,0549038ae93465bb67e1587e39c90abd,/Users/mahtab/.synapseCache/578/132624578/case_2053.mp4,
syn53404609,case_2054.mp4,1,video/mp4,81647047,3465426,1706130997361,3465426,1706130997361,syn53404507,https://www.synapse.org/#!Synapse:syn53404609.1,b5d986c7db0f8de35826133de7f66153,/Users/mahtab/.synapseCache/581/132624581/case_2054.mp4,
syn53404611,case_2055.mp4,1,video/mp4,65442933,3465426,1706131017563,3465426,1706131017563,syn53404507,https://www.synapse.org/#!Synapse:syn53404611.1,680a3d823ea4e7ccae181e99b7d53304,/Users/mahtab/.synapseCache/584/132624584/case_2055.mp4,
syn53404612,case_2056.mp4,1,video/mp4,74736359,3465426,1706131039685,3465426,1706131039685,syn53404507,https://www.synapse.org/#!Synapse:syn53404612.1,6cf5632527cc0eb008fb5ee5ff677aa0,/Users/mahtab/.synapseCache/585/132624585/case_2056.mp4,
syn53404613,case_2057.mp4,1,video/mp4,103484347,3465426,1706131068484,3465426,1706131068484,syn53404507,https://www.synapse.org/#!Synapse:syn53404613.1,9c8b5ed55cfea500b529078666168acb,/Users/mahtab/.synapseCache/596/132624596/case_2057.mp4,
syn53404614,case_2058.mp4,1,video/mp4,83050041,3465426,1706131092412,3465426,1706131092412,syn53404507,https://www.synapse.org/#!Synapse:syn53404614.1,8fa3d44b652336d6c7371f9c059713ae,/Users/mahtab/.synapseCache/605/132624605/case_2058.mp4,
syn53404615,case_2059.mp4,1,video/mp4,75096933,3465426,1706131114063,3465426,1706131114063,syn53404507,https://www.synapse.org/#!Synapse:syn53404615.1,c732c6a9dfa16fe41ea9c4f27e675f39,/Users/mahtab/.synapseCache/606/132624606/case_2059.mp4,
syn53404616,case_2060.mp4,1,video/mp4,63574317,3465426,1706131132637,3465426,1706131132637,syn53404507,https://www.synapse.org/#!Synapse:syn53404616.1,3e693068039aee39285019131075c2b3,/Users/mahtab/.synapseCache/610/132624610/case_2060.mp4,
syn53404617,case_2061.mp4,1,video/mp4,89697137,3465426,1706131159792,3465426,1706131159792,syn53404507,https://www.synapse.org/#!Synapse:syn53404617.1,0e8b230e177d83aa124bf512b26fb412,/Users/mahtab/.synapseCache/617/132624617/case_2061.mp4,
syn53404618,case_2062.mp4,1,video/mp4,64480281,3465426,1706131179219,3465426,1706131179219,syn53404507,https://www.synapse.org/#!Synapse:syn53404618.1,d04504e83b4b4d834f2aa8401c7e896d,/Users/mahtab/.synapseCache/618/132624618/case_2062.mp4,
syn53404620,case_2063.mp4,1,video/mp4,98870100,3465426,1706131206978,3465426,1706131206978,syn53404507,https://www.synapse.org/#!Synapse:syn53404620.1,92db2d3f76e7610196adf869b8879775,/Users/mahtab/.synapseCache/621/132624621/case_2063.mp4,
syn53404621,case_2064.mp4,1,video/mp4,73335129,3465426,1706131227744,3465426,1706131227744,syn53404507,https://www.synapse.org/#!Synapse:syn53404621.1,1acfae1a95fc8e07630b65d3fbcbf581,/Users/mahtab/.synapseCache/622/132624622/case_2064.mp4,
syn53404623,case_2065.mp4,1,video/mp4,115828025,3465426,1706131261837,3465426,1706131261837,syn53404507,https://www.synapse.org/#!Synapse:syn53404623.1,10983a8c98c3ecba1fe80b665f8d3aeb,/Users/mahtab/.synapseCache/625/132624625/case_2065.mp4,
syn53404625,case_2066.mp4,1,video/mp4,174602406,3465426,1706131318561,3465426,1706131318561,syn53404507,https://www.synapse.org/#!Synapse:syn53404625.1,678048de798b6561ff3daedebd224bbd,/Users/mahtab/.synapseCache/627/132624627/case_2066.mp4,
syn53404627,case_2067.mp4,1,video/mp4,103568159,3465426,1706131349037,3465426,1706131349037,syn53404507,https://www.synapse.org/#!Synapse:syn53404627.1,b226713c073b3b15867ead8232311709,/Users/mahtab/.synapseCache/630/132624630/case_2067.mp4,
syn53404630,case_2068.mp4,1,video/mp4,115875059,3465426,1706131384853,3465426,1706131384853,syn53404507,https://www.synapse.org/#!Synapse:syn53404630.1,37c2b03fa719ed726c8a206a99dbca2d,/Users/mahtab/.synapseCache/635/132624635/case_2068.mp4,
syn53404632,case_2069.mp4,1,video/mp4,110058454,3465426,1706131415775,3465426,1706131415775,syn53404507,https://www.synapse.org/#!Synapse:syn53404632.1,5ef725978ca7949b6a2ad7770c4cc309,/Users/mahtab/.synapseCache/642/132624642/case_2069.mp4,
syn53404634,case_2070.mp4,1,video/mp4,103760251,3465426,1706131444886,3465426,1706131444886,syn53404507,https://www.synapse.org/#!Synapse:syn53404634.1,cf40c19f5f7b49ef742d33e682d3d76f,/Users/mahtab/.synapseCache/645/132624645/case_2070.mp4,
syn53404636,case_2071.mp4,1,video/mp4,134878550,3465426,1706131483027,3465426,1706131483027,syn53404507,https://www.synapse.org/#!Synapse:syn53404636.1,1c15ae9553ced853e6cb47edb2156b95,/Users/mahtab/.synapseCache/648/132624648/case_2071.mp4,
syn53404640,case_2072.mp4,1,video/mp4,248182656,3465426,1706131553131,3465426,1706131553131,syn53404507,https://www.synapse.org/#!Synapse:syn53404640.1,86ef454ed576ec2e5800f4ff56d13d8d,/Users/mahtab/.synapseCache/651/132624651/case_2072.mp4,
syn53404642,case_2073.mp4,1,video/mp4,113830931,3465426,1706131586097,3465426,1706131586097,syn53404507,https://www.synapse.org/#!Synapse:syn53404642.1,7d54f01722f002b31daaa810d1eaf75c,/Users/mahtab/.synapseCache/653/132624653/case_2073.mp4,
syn53404643,case_2074.mp4,1,video/mp4,118636353,3465426,1706131620583,3465426,1706131620583,syn53404507,https://www.synapse.org/#!Synapse:syn53404643.1,34a3700a392aa199adcb6723cd1a27d0,/Users/mahtab/.synapseCache/656/132624656/case_2074.mp4,
syn53404644,case_2075.mp4,1,video/mp4,76077252,3465426,1706131642224,3465426,1706131642224,syn53404507,https://www.synapse.org/#!Synapse:syn53404644.1,afc7a1d0724fc2027e4eeb3dcbd5a1ee,/Users/mahtab/.synapseCache/657/132624657/case_2075.mp4,
syn53404645,case_2076.mp4,1,video/mp4,114472414,3465426,1706131674893,3465426,1706131674893,syn53404507,https://www.synapse.org/#!Synapse:syn53404645.1,7d39787dda7faac077c4f5832b26cb13,/Users/mahtab/.synapseCache/658/132624658/case_2076.mp4,
syn53404646,case_2077.mp4,1,video/mp4,91796748,3465426,1706131700302,3465426,1706131700302,syn53404507,https://www.synapse.org/#!Synapse:syn53404646.1,d192cced27fd204e7b23d86ea63b955c,/Users/mahtab/.synapseCache/659/132624659/case_2077.mp4,
syn53404647,case_2078.mp4,1,video/mp4,73994758,3465426,1706131722943,3465426,1706131722943,syn53404507,https://www.synapse.org/#!Synapse:syn53404647.1,ac4994dde756d3d5ff836d96cbe6cf50,/Users/mahtab/.synapseCache/660/132624660/case_2078.mp4,
syn53404648,case_2079.mp4,1,video/mp4,138524620,3465426,1706131762843,3465426,1706131762843,syn53404507,https://www.synapse.org/#!Synapse:syn53404648.1,6bdb8cf9e7a5d0286ae45d561e02e9bc,/Users/mahtab/.synapseCache/664/132624664/case_2079.mp4,
syn53404649,case_2080.mp4,1,video/mp4,103606331,3465426,1706131793464,3465426,1706131793464,syn53404507,https://www.synapse.org/#!Synapse:syn53404649.1,faa09dfdba9d6ec6b9139c1ad10677a1,/Users/mahtab/.synapseCache/666/132624666/case_2080.mp4,
syn53404650,case_2081.mp4,1,video/mp4,64537615,3465426,1706131813848,3465426,1706131813848,syn53404507,https://www.synapse.org/#!Synapse:syn53404650.1,175c7fc312a267620a59e9da78a561ba,/Users/mahtab/.synapseCache/667/132624667/case_2081.mp4,
syn53404651,case_2082.mp4,1,video/mp4,58474785,3465426,1706131831297,3465426,1706131831297,syn53404507,https://www.synapse.org/#!Synapse:syn53404651.1,82beeb9e2780f6903dab132e9d1c0b3f,/Users/mahtab/.synapseCache/668/132624668/case_2082.mp4,
syn53404652,case_2083.mp4,1,video/mp4,111131084,3465426,1706131864246,3465426,1706131864246,syn53404507,https://www.synapse.org/#!Synapse:syn53404652.1,8eb9fb10c28585c65664eff7f58e0d73,/Users/mahtab/.synapseCache/671/132624671/case_2083.mp4,
syn53404654,case_2084.mp4,1,video/mp4,75879060,3465426,1706131888063,3465426,1706131888063,syn53404507,https://www.synapse.org/#!Synapse:syn53404654.1,7cbb109a65e850b82237e2c6a94ce5c0,/Users/mahtab/.synapseCache/683/132624683/case_2084.mp4,
syn53404655,case_2085.mp4,1,video/mp4,56274495,3465426,1706131905356,3465426,1706131905356,syn53404507,https://www.synapse.org/#!Synapse:syn53404655.1,46e3184a127cef2440b9016d093629ce,/Users/mahtab/.synapseCache/684/132624684/case_2085.mp4,
syn53404656,case_2086.mp4,1,video/mp4,76997771,3465426,1706131929293,3465426,1706131929293,syn53404507,https://www.synapse.org/#!Synapse:syn53404656.1,bb39f574eb84973af732007879aaa53d,/Users/mahtab/.synapseCache/685/132624685/case_2086.mp4,
syn53404657,case_2087.mp4,1,video/mp4,50888346,3465426,1706131945440,3465426,1706131945440,syn53404507,https://www.synapse.org/#!Synapse:syn53404657.1,a10be6648132525721776fb563d8496e,/Users/mahtab/.synapseCache/686/132624686/case_2087.mp4,
syn53404658,case_2088.mp4,1,video/mp4,89570499,3465426,1706131973049,3465426,1706131973049,syn53404507,https://www.synapse.org/#!Synapse:syn53404658.1,54d2983a4a1a2a6464b29ab4fde63f0a,/Users/mahtab/.synapseCache/688/132624688/case_2088.mp4,
syn53404659,case_2089.mp4,1,video/mp4,80355215,3465426,1706131998687,3465426,1706131998687,syn53404507,https://www.synapse.org/#!Synapse:syn53404659.1,880df662a968e82fa3e48adf0d0eb63a,/Users/mahtab/.synapseCache/690/132624690/case_2089.mp4,
syn53404660,case_2090.mp4,1,video/mp4,50850378,3465426,1706132013592,3465426,1706132013592,syn53404507,https://www.synapse.org/#!Synapse:syn53404660.1,802c8266ab39f1074fb88c8985db9545,/Users/mahtab/.synapseCache/693/132624693/case_2090.mp4,
syn53404661,case_2091.mp4,1,video/mp4,62945614,3465426,1706132033104,3465426,1706132033104,syn53404507,https://www.synapse.org/#!Synapse:syn53404661.1,ba11978d09123d4faef88be6c1c56f28,/Users/mahtab/.synapseCache/694/132624694/case_2091.mp4,
syn53404662,case_2092.mp4,1,video/mp4,59026785,3465426,1706132050954,3465426,1706132050954,syn53404507,https://www.synapse.org/#!Synapse:syn53404662.1,b3108e461defddb0dd8651f1f50b019f,/Users/mahtab/.synapseCache/695/132624695/case_2092.mp4,
syn53404663,case_2093.mp4,1,video/mp4,74301917,3465426,1706132073918,3465426,1706132073918,syn53404507,https://www.synapse.org/#!Synapse:syn53404663.1,0ec698623049bb7749976c167f8eace6,/Users/mahtab/.synapseCache/697/132624697/case_2093.mp4,
syn53404664,case_2094.mp4,1,video/mp4,75658228,3465426,1706132095502,3465426,1706132095502,syn53404507,https://www.synapse.org/#!Synapse:syn53404664.1,2ad07d4d723aa70f66d9e513b4225910,/Users/mahtab/.synapseCache/698/132624698/case_2094.mp4,
syn53404665,case_2095.mp4,1,video/mp4,68277356,3465426,1706132116370,3465426,1706132116370,syn53404507,https://www.synapse.org/#!Synapse:syn53404665.1,4bf285af7f14ad15b9995b0b211af6e1,/Users/mahtab/.synapseCache/699/132624699/case_2095.mp4,
syn53404672,case_2096.mp4,1,video/mp4,78959105,3465426,1706132139471,3465426,1706132139471,syn53404507,https://www.synapse.org/#!Synapse:syn53404672.1,b03f8c89714bb7ce7613414c9afcef5f,/Users/mahtab/.synapseCache/706/132624706/case_2096.mp4,
syn53404673,case_2097.mp4,1,video/mp4,86096059,3465426,1706132165088,3465426,1706132165088,syn53404507,https://www.synapse.org/#!Synapse:syn53404673.1,db0ed266bfb756e14aea186d1d4933c4,/Users/mahtab/.synapseCache/708/132624708/case_2097.mp4,
syn53404675,case_2098.mp4,1,video/mp4,131402782,3465426,1706132204224,3465426,1706132204224,syn53404507,https://www.synapse.org/#!Synapse:syn53404675.1,d74bb322ab1031e6b351821c1e35bef5,/Users/mahtab/.synapseCache/711/132624711/case_2098.mp4,
syn53404676,case_2099.mp4,1,video/mp4,94004138,3465426,1706132232136,3465426,1706132232136,syn53404507,https://www.synapse.org/#!Synapse:syn53404676.1,f5a5cd5dd7ad603bd63b1944fb57587f,/Users/mahtab/.synapseCache/716/132624716/case_2099.mp4,
